Repository Name,Commit Link,File Name,Change Behavior,Remark
Unidata/thredds,https://github.com/Unidata/thredds/commit/00ffe9d22efc50d4fddfec2e816cdfe067594337,BufrIndicatorSection.java,jcip.Immutable javax.Immutable,different library
UweTrottmann/SeriesGuide,https://github.com/UweTrottmann/SeriesGuide/commit/04d229d35375937e2df7e7b1904de36f28338be4,TraktCredentials.java,javax.nullable android.nullable,different library
opendaylight/controller,https://github.com/opendaylight/controller/commit/7ae6aa4c813858e28eabbccb49dd0fe19914bed5,AddContainer.java,felix.command karaf.command,different library
druid-io/druid,https://github.com/druid-io/druid/commit/4b3bd8bd630130fb852dfa3054bd9a60d507fd2b,MetadataStorage.java,metamx.Logger druid.Logger,different library
errai/errai,https://github.com/errai/errai/commit/479e2ca2f6ef671239ac5306667182ca4052c3be,JsTypeEventObserver.java,google.jsontype jsinterop.jsontype,different library
robolectric/robolectric,https://github.com/robolectric/robolectric/commit/6190a5583c238d40e66d66fef0fab5d45930c478,Config.java,jetbrains.notnull javax.notnull,different library
lenskit/lenskit,https://github.com/lenskit/lenskit/commit/ecfb52786328cac252a5c752799459002feda2c7,ThresholdStoppingCondition.java,javax.Immutable jcip.Immutable,different library
bndtools/bnd,https://github.com/bndtools/bnd/commit/e9c5d6f6a028b4a196851287841e187b3dc24d77,package-info.java,aQute.version osgi.version,different library
junit-team/junit5,https://github.com/junit-team/junit5/commit/79ff0d38d7e20c0d3cb8a5db369ada83562dd263,ParameterContext.java,junit.API apiguardian.API,different library
eclipse/che,https://github.com/eclipse/che/commit/a6c5a75fb1feb4c6bd0c01440806dfbeb8f4ac77,Stack.java,sun.notnull eclipse.notnull,different library
SleepyTrousers/EnderIO,https://github.com/SleepyTrousers/EnderIO/commit/1da117714dc5318f70a5c66dcabed808ec89b0dd,ConduitUtil.java,sun.Nullable java.Nullable,different library
cinchapi/concourse,https://github.com/cinchapi/concourse/commit/140ed79ce0703a6552543a2418826160c822221c,ConcurrentSkipListMultiset.java,sun.nllablee javax.nullable,different library
airlift/airlift,https://github.com/airlift/airlift/commit/7541edc2c5bdd4e838d44f89bc4bc8a9c09d7105,TraceTokenRequestFilter.java,google.inject javax.inject,different library
kiegroup/jbpm,https://github.com/kiegroup/jbpm/commit/2ab7494af1d6addcda02cd1e652d5bc1fb6773b3,AbstractJaxbTaskObject.java,codehaus.json  fasterxml.json,different library
apache/fineract,https://github.com/apache/fineract/commit/7eed1dbd2212e19dcf24b12449dc16407703a3ee,DeletePaymentTypeCommandHandler.java,javax.Transactional springframework.Transactional,different library
OpenHFT/Chronicle-Queue,https://github.com/OpenHFT/Chronicle-Queue/commit/056deeb196a78c44e25aafd231f3ddf6e6ce5fc5,ChronicleQueue.java,openhft.notnull jetbrains.notnull,different library
aerogear/aerogear-unifiedpush-server,https://github.com/aerogear/aerogear-unifiedpush-server/commit/a7931146d015d7a2f167691dd0cedf2a2d76e468,Criteria.java,fasterxml.json codehaus.json,different library
WhisperSystems/Signal-Android,https://github.com/WhisperSystems/Signal-Android/commit/0d493a3af976dc7ce359b5b6585232da9ae9221c,CanonicalAddressDatabase.java,thoughtcrime.VisibleForTesting android.VisibleForTesting,different library
bndtools/bndtools,https://github.com/bndtools/bndtools/commit/b4d8ee8c4b9c7f4e9bda85803ea307faafbe7481,HeadlessBuildManagerImpl.java,aQute.ProviderType osgi.ProviderType,different library
estatio/estatio,https://github.com/estatio/estatio/commit/53b2170f049c8e3ed0022fa0bbc741418f373f46,CreateInvoiceNumerators.java,javax.inject google.inject,different library
novoda/spikes,https://github.com/novoda/spikes/commit/85ee95972db8f57b25163769db10cdf5a756ecf0,ApiPagedChannelHistory.java,sun.nllablee jetbrains.nullable,different library
AppliedEnergistics/Applied-Energistics-2,https://github.com/AppliedEnergistics/Applied-Energistics-2/commit/e5e271427330175578fd0b4c3f373d5a326eabf2,P2PTunnelRegistry.java,sun.NotNull javax.notnull,different library
jamesagnew/hapi-fhir,https://github.com/jamesagnew/hapi-fhir/commit/5789db874394783eba007598a3a7f69d399da390,SecurityEventObjectSensitivityEnum.java,sourceforge.CoverageIgnore fhir.CoverageIgnore,different library
openzipkin/zipkin,https://github.com/openzipkin/zipkin/commit/65e7db8921d7c2b2a7421a1be1d7e85c224b4f21,InternalGuavaSpanConsumerAdapter.java,javax.nllable zipkin2.nullable,different library
kalessil/phpinspectionsea,https://github.com/kalessil/phpinspectionsea/commit/d756c0c742bd5b8da2bd40c6a4418fc0957b7932,TernaryOperatorSimplifyInspector.java,android.nullable jetbrains.nullable,different library
codelibs/fess,https://github.com/codelibs/fess/commit/053e4074529bc1eeeb72da90540e0d2015425a13,DesignForm.java,codelibs.Required lastaflute.Required,different library
ngageoint/mrgeo,https://github.com/ngageoint/mrgeo/commit/d25eb40c605789ae196fe009b8055c8d4f581f0e,LongRectangle.java,codehaus.json fasterxml.sonn,different library
protegeproject/webprotege,https://github.com/protegeproject/webprotege/commit/b64e8322c7522ba37431ccfb6ebf68de5c3184d3,PermissionScreener.java,javax.injetc google.inject,different library
MinimallyCorrect/TickThreading,https://github.com/MinimallyCorrect/TickThreading/commit/9ddd0e2e92de352ecb7d9ad36db6f23f6ae56972,MixinOreDictionary.java,nallar.Mixin minimallycorrect.Mixin,different library
azkaban/azkaban,https://github.com/azkaban/azkaban/commit/88e0577ae5abb7ac24b5c32e5af03414eceaef7d,AzkabanCommonModule.java,google.inject javax.inject,different library
seven332/EhViewer,https://github.com/seven332/EhViewer/commit/1d40c9d8739ea61090d5b6d230e0f67dd7bcfac6,Scene.java,jetbrains.notnull android.notnull,different library
reactor/reactor-core,https://github.com/reactor/reactor-core/commit/edcc63b39bedd22efa89a2ae963c17d6e4ceb451,FluxCallable.java,javax.nullable reactor.nullable,different library
Stratio/cassandra-lucene-index,https://github.com/Stratio/cassandra-lucene-index/commit/ffe1bfc54b81495a0aced436b86cca9339770d9e,LuceneCondition.java,codehaus json fasterxml.json,different library
Frederikam/FredBoat,https://github.com/Frederikam/FredBoat/commit/f4155a05631127461a38770b7f9af87d16055efe,CentralMessaging.java,jetbrains.notnull javax.notnull,different library
k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub/commit/5d5f28c43151fdb444d52f40092c5f8429a524b8,GistCommentsFragment.java,@icepick.State @com.evernote.android.state,different library
google/closure-templates,https://github.com/google/closure-templates/commit/4c6850b57433ff8e8447a6a4e141e48334a2f87f,LengthFunction.java,google.Singleton javax.Singleton,different library
immutables/immutables,https://github.com/immutables/immutables/commit/78d87ac24a984dbcf6cc7224f1d9fe5170992804,SillySubstructure.java,immutables.SerializedName google.SerializedName,different library
locationtech/geogig,https://github.com/locationtech/geogig/commit/de88c632bc1731cbe52e7c2dff807bbae32004f0,Bucket.java,javax.nullable eclipse.nullable,different library
OpenHFT/Chronicle-Engine,https://github.com/OpenHFT/Chronicle-Engine/commit/9d38788d2faae7073296f427ebaaab3598606f93,RemoteAuthenticatedKeyValueStore.java,org.jetbrains.annotations.NotNull--net.openhft.chronicle.core.annotation.NotNull,different library
jmockit/jmockit1,https://github.com/jmockit/jmockit1/commit/1e203747046c2b295260f11a0c8518eb2e636303,ExpectationsTransformer.java,jetbrains.notnull javax.otnulll,different library
iBase4J/iBase4J,https://github.com/iBase4J/iBase4J/commit/2fec5ede95ac716ff6476d4748abadcecc39a258,SysSessionService.java,alibaba.Service springframework.Service,different library
openzipkin/brave,https://github.com/openzipkin/brave/commit/ee8bff1846916cab1c0fe119a74fc0c6232f64fd,CommonSpanState.java,github.nullable javax.nullable,different library
deeplearning4j/DataVec,https://github.com/deeplearning4j/DataVec/commit/f0920c0fb68272b8c40f5238da9c985ec3d29264,LocalDateIsAfter.java,javax.Immutable jcip.Immutable,different library
rapidoid/rapidoid,https://github.com/rapidoid/rapidoid/commit/08ecd121a3a3472b3196b2ab434fc4c82a0b8970,Main.java,javax.Transactional- rapidoid.Transaction,different library
eclipse/egit,https://github.com/eclipse/egit/commit/e17358d4905c6a814624afd3afd5e4be50411c2d,LocalNonWorkspaceTypedElement.java,jdt.Nullable jgit.Nullable,different library
facebook/buck,https://github.com/facebook/buck/commit/b63423f3e91891e4254e31a6c53b2ef2789a1ba2,RustBinaryDescription.java,package change,
facebook/buck,https://github.com/facebook/buck/commit/a4004ada87e49f8404a7fa87d8a025cd8dce1f34,TreeBackedElement.java,package change,
gwtproject/gwt,https://github.com/gwtproject/gwt/commit/77c7d4ca9ec36f76656c4d1d6119af38b269be5f,Finalizer.java,package change,
ops4j/org.ops4j.pax.web,https://github.com/ops4j/org.ops4j.pax.web/commit/208fe052cd9eb4cb8d4d059341a8fa48e3942f3c,SomeSessionBean.java,package change,
UweTrottmann/SeriesGuide,https://github.com/UweTrottmann/SeriesGuide/commit/032849fe1f7cb326b987bb1cd2af51d47d17ad74,Show.java,package change,
robolectric/robolectric,https://github.com/robolectric/robolectric/commit/c7482da584ddaa03f91afa7b785ed17fa084aa47,ShadowAnimationBridge.java,package change,
lenskit/lenskit,https://github.com/lenskit/lenskit/commit/7d9a8685e0d0eab7f18eb734c68ca4908a7b4b7e,MapItemNameDAO.java,package change,
lenskit/lenskit,https://github.com/lenskit/lenskit/commit/3a235802c50e899d0c6266b7ba1293ae1962ab87,ItemMeanRatingItemScorer.java,package change,
ModeShape/modeshape,https://github.com/ModeShape/modeshape/commit/316698f4baa7c6dd3b6b355f401bd87b85ef3176,LocalTransactionManager.java,package change,
bisq-network/exchange,https://github.com/bisq-network/exchange/commit/c8e79bab58b99788714e638d9601aa127ac0041c,MsgView.java,package change,
speedment/speedment,https://github.com/speedment/speedment/commit/873fa133bee9ab5c1c42f4b1779211917dcda83f,GeneratedViewImplTranslator.java,package change,
speedment/speedment,https://github.com/speedment/speedment/commit/d92df80abcede3d7e362cac4370d98d08f848240,CodeGenerationComponent.java,package change,
apache/httpcomponents-core,https://github.com/apache/httpcomponents-core/commit/bcaeab1e5230a2239bc726527faa4f0e6112bfe1,IncomingHttpEntity.java,package change,
AppliedEnergistics/Applied-Energistics-2,https://github.com/AppliedEnergistics/Applied-Energistics-2/commit/c1a7a35192d40ea61d8941ad72e2b37b5c5800fd,PartP2PIC2Power.java,package change,
syncany/syncany,https://github.com/syncany/syncany/commit/160aca4bfee521a1e8f79908993700ae3157c508,AbstractTransferManager.java,package change,
hibernate/hibernate-ogm,https://github.com/hibernate/hibernate-ogm/commit/684f2e3dca7c338f4b2f08d083e42ad8b572b157,Log.java,package change,
atomix/atomix,https://github.com/atomix/atomix/commit/d9ec63fd0b3de53eadcc33a329b427d66a69a68b,AsyncMap.java,package change,
prestodb/presto,https://github.com/prestodb/presto/commit/5c69f6f737fa2fe376593cc02a96f8a1a80b9b93,ArrayReverseFunction.java,package change,
SpongePowered/SpongeAPI,https://github.com/SpongePowered/SpongeAPI/commit/b072462455c7c8f5d789b41b5c53327e58e49af5,SimpleCommandService.java,package change,
Athou/commafeed,https://github.com/Athou/commafeed/commit/6c61d47d785cb022907df5ab6b5e7a908bc47029,Category.java,package change,
stoicflame/enunciate,https://github.com/stoicflame/enunciate/commit/dd7c8ebb7f5975ab1874c57d659967a95b1e7cfd,HouseStyle.java,package change,
PhoenicisOrg/POL-POM-5,https://github.com/PhoenicisOrg/POL-POM-5/commit/fff334484c058b5f6a77112921583268ad6fbaf3,BashEnvironmentHelper.java,package change,
PhoenicisOrg/POL-POM-5,https://github.com/PhoenicisOrg/POL-POM-5/commit/6abd35e7172acd9b9dd0bcca3a578233c487907a,ObservableDirectory.java,package change,
AlmasB/FXGL,https://github.com/AlmasB/FXGL/commit/5a9f8b54a56d2f8df97027bb9e8e7412ef68f6af,NotificationSample.java,package change,
konsoletyper/teavm,https://github.com/konsoletyper/teavm/commit/a1fe87ff70fccd6e5b7a33799d0021e4cdb638bf,THashMap.java,package change,
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix/commit/5964d160a1cef0812c48eb065e68fd18616cba30,EurekaServerConfiguration.java,package change,
hawkular/hawkular-apm,https://github.com/hawkular/hawkular-apm/commit/280c120f703af3d440f721e0a7694fe70de32f04,MsgLogger.java,package change,
google/nomulus,https://github.com/google/nomulus/commit/eaec03e670c88e7a531cfb65ea85eed5118e8ac5,ExportCommitLogDiffAction.java,package change,
allure-framework/allure1,https://github.com/allure-framework/allure1/commit/a7bdcee5c87b4561e8fb8844ffcaca8c6561e606,ReportClean.java,package change,
kairosdb/kairosdb,https://github.com/kairosdb/kairosdb/commit/eb151937a60d38fe0633fe374e48cd05639e87db,LastAggregator.java,package change,
speedment/speedment,https://github.com/speedment/speedment/commit/1064e59d596dbc8fdebaab5d92c94915b2406b36,PathComponentImpl.java,package change,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/commit/2f815a907a76ba40e0ec4b3c02b7b7dc98664968,HealthEndpointDocumentation.java,package change,
spring-io/sagan,https://github.com/spring-io/sagan/commit/d99958262b131244a4f9ed2c032a715bc849dec7,IndexerApplication.java,package change,
seven332/EhViewer,https://github.com/seven332/EhViewer/commit/87a18bac9493c0329e3d359a348a31d4a8def357,SimpleImageView.java,package change,
junit-team/junit5,https://github.com/junit-team/junit5/commit/65701b9bb36709fffc938a819add7a51aae63185,BlacklistedExceptions.java,package change,
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm/commit/f0bb66fe8bcb19e164a6cba0ef5819927fe6b6dd,Log.java,package change,
lenskit/lenskit,https://github.com/lenskit/lenskit/commit/7d9a8685e0d0eab7f18eb734c68ca4908a7b4b7e,SimilarityMatrixModel.java,package change,
aerogear/aerogear-unifiedpush-server,https://github.com/aerogear/aerogear-unifiedpush-server/commit/5dab326189263b49c8e2c0709fec932d67b2c65a,Status.java,package change,
stoicflame/enunciate,https://github.com/stoicflame/enunciate/commit/dd7c8ebb7f5975ab1874c57d659967a95b1e7cfd,HouseColor.java,package change,
spring-cloud/spring-cloud-stream,https://github.com/spring-cloud/spring-cloud-stream/commit/39d7e244b9641ee236ecd1937f966800edb16c0f,TapApplication.java,package change,
apache/apex-malhar,https://github.com/apache/apex-malhar/commit/0e8f2f9d4daae6fae7fb395bf0cc63dc4e5cea0c,CouchDbStore.java,package change,
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server/commit/c2c08a26c17a11ee32a6340cdf4ed0dfd5058144,Radio.java,package change,
konsoletyper/teavm,https://github.com/konsoletyper/teavm/commit/a1fe87ff70fccd6e5b7a33799d0021e4cdb638bf,TThread.java,package change,
rakam-io/rakam,https://github.com/rakam-io/rakam/commit/f68da9efda529daba043b401362e02826ae99d49,RealTimeModule.java,package change,
liferay/liferay-portal,https://github.com/liferay/liferay-portal/commit/58a973c7e14b29b7a043b05ecdf4efc981e9c767,MBThreadSocialActivityManager.java,@Component @Deprecated,
apache/hadoop,https://github.com/apache/hadoop/commit/fcd0702c10ce574b887280476aba63d6682d5271,TimelineClient.java,@Unstable  @Evolving,
OpenNMS/opennms,https://github.com/OpenNMS/opennms/commit/367d645bb3808b6f8f5d04690c8da1c9969158e5,OnmsMonitoredService.java,@JsonIgnore   @JsonBackReference,
sakaiproject/sakai,https://github.com/sakaiproject/sakai/commit/a438bdc386f654953938109c4fff68002164f2e7,ContentReviewServiceVeriCite.java,@CommonsLog  @slf4j,update
apache/camel,https://github.com/apache/camel/commit/111acdf35a9f47c1ff3a0ad9361773c0c9974182,RouteBuilderDefinition.java,@Label  @metadata i,
oVirt/ovirt-engine,https://github.com/oVirt/ovirt-engine/commit/71057fbc7e62acbda354bd1bd444e8e3b68744c6,VdsNetworkInterface.java, @Pattern @Ipv4,
aosp-mirror/platform_frameworks_support,https://github.com/aosp-mirror/platform_frameworks_support/commit/39e84476b45f10ed4929e307372d6f7a2103e9d5,TextViewCompat.java,@IdRes  @StyleRes,
apache/ambari,https://github.com/apache/ambari/commit/1a225bd2f2f578d7bc26b196f46c0fcd01002655,PublicManager.java,@Component @Named,
apache/ofbiz,https://github.com/apache/ofbiz/commit/64a9f48c387702f5b7dea598a86da2688bd45c6f,UtilDateTime.java,@Override @Deprecated,
mulesoft/mule,https://github.com/mulesoft/mule/commit/e6a884b4e49f3e2a273c4d247da6495a7eb2d19b,FtpConnector.java,     @NoRef   @XmlHints(,
gerrit-review/gerrit,https://github.com/gerrit-review/gerrit/commit/2b9574c78573262d85541ab236f30387c6ee820a,ElasticGroupIndex.java,@AssistedInject  @Inject,update
SonarSource/sonarqube,https://github.com/SonarSource/sonarqube/commit/1c623f97a76734a13224832da38cfa1721d03abe,CeQueueCleaner.java,@ServerSide @ComputeEngineSide,
kohsuke/jenkins,https://github.com/kohsuke/jenkins/commit/93fc66f1abd629f8366a13c8dac47f30890b1e64,SCM.java,@Nonnull @CheckForNull,
broadgsa/gatk-protected,https://github.com/broadgsa/gatk-protected/commit/19af5724c5441fb93a0648cb5347d7d0c2d7a9e0,GATKArgumentCollection.java,@Advanced @Hidden,
typetools/checker-framework,https://github.com/typetools/checker-framework/commit/987acbbd73fadf9b36c1e8aaa9153fd93d42cca8,CharArrayReader.java,@GTENegativeOne @IndexOrLow,
graalvm/graal,https://github.com/graalvm/graal/commit/7b2b346bd60adfa34260d0a2fff9a0ff47771b3e,AMD64Binary.java,@Alive @Use,
apache/tomcat,https://github.com/apache/tomcat/commit/14c05eba22ffd7cdabdbee839d322da0f3cefe6e,HttpSession.java,@SuppressWarnings @Deprecated,
enonic/xp,https://github.com/enonic/xp/commit/2dbb168b483e303bfe38f0e7a0d96d70f82f10af,MainResource.java,@PathParam @QueryParam,
BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/029595d7ab4818081f17fed70654d93f46d0aa49,AdminExporterService.java,@Secured  @PreAuthorize,
ORCID/ORCID-Source,https://github.com/ORCID/ORCID-Source/commit/0c536b38fb28738f11175ab46bb974ec76bb0f47,PeerReviews.java,  @XmlElementWrappe  @XmlElement,
apereo/cas,https://github.com/apereo/cas/commit/603fade78c34f6bfd45158fc7337a0a23a7fb317,CasManagementWebApplication.java,@SpringBootApplication @EnableAutoConfiguration,
openmrs/openmrs-core,https://github.com/openmrs/openmrs-core/commit/b060cef9f7c769eb5265f0d458810db321a8c26e,OrderValidator.java,@SuppressWarnings @Override,
openstreetmap/josm,https://github.com/openstreetmap/josm/commit/08f8e62887830a0a8cd40ccc1d1799be10ada2ab,Filter.java, @pref @StructEntry,
estatio/estatio,https://github.com/estatio/estatio/commit/cf9b623ab12d65475a70e72b6131d7fa7849cc1e,Occupancy.java,,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/commit/7a73c5883f857f7dfb56d73410af96eae04a0e63,JerseyAutoConfiguration.java,@Order @AutoConfigureOrder,
facebook/buck,https://github.com/facebook/buck/commit/29647c755b1af8cbbff2a38ab0f81f493b52edee,AbstractElfCompactSectionsStep.java,@BuckStyleImmutable  @BuckStylePackageVisibleImmutable ,
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm/commit/9cb171bfeb39580cccab34cce7952375276d437b,MySQL5InnoDBDialect.java,@SuppressWarnings @Deprecated ,
opennetworkinglab/onos,https://github.com/opennetworkinglab/onos/commit/50b145845587806b9972a1ae75300fda0b88809e,MulticastRouteService.java,@Beta @Deprecated,
metasfresh/metasfresh,https://github.com/metasfresh/metasfresh/commit/f64e8353d8107a14198ff157403d8277c81848d7,MgtRestController.java,@Conditional @Profile,
prestodb/presto,https://github.com/prestodb/presto/commit/68c575b8837683d5079a4f23139744e87f359c41,RedisPlugin.java,@Inject @Override,
apache/beam,https://github.com/apache/beam/commit/ac01ec7afb43ae0bc4198234d1de16a830f95b10,ReadableStates.java,@Experimental @Internal,
apache/beam,https://github.com/apache/beam/commit/87313f1c3d8cf874e04aaf528161478afa030f38,WindowedWordCount.java,@Override  @ProcessElement,
keycloak/keycloak,https://github.com/keycloak/keycloak/commit/ce78cc1d1c753c0d5c84e427ae0ead185eb8c221,AlbumService.java, @PersistenceContext  @Inject ,
apache/usergrid,https://github.com/apache/usergrid/commit/10e2be7b405e1031abf74082efa8dce2ca9cb1fc,UsersResource.java,  @RequireApplicationAccess @CheckPermissionsForPath,
apereo/cas,https://github.com/apereo/cas/commit/603fade78c34f6bfd45158fc7337a0a23a7fb317,CasManagementWebApplication.java,,
restlet/restlet-framework-java,https://github.com/restlet/restlet-framework-java/commit/d0f8c31172e9f0ad257cff1d535945cf094d132d,HttpMethodCall.java,@SuppressWarnings @Deprecated,
crate/crate,https://github.com/crate/crate/commit/abf1aa99c24f6e20168585bee2e594ad1eccec8b,SysNodeObjectArrayReference.java,@Override @Deprecated,
IQSS/dataverse,https://github.com/IQSS/dataverse/commit/fe1f4db21035ad92dd014ae89666c7a08393da35,DataverseRole.java, @Column @Size,
graalvm/fastr,https://github.com/graalvm/fastr/commit/262dff29d11d53cb5f0d23ec8e0ae529ea4d9cf2,ArgumentsNode.java,@NeedsWrapper @Instrumentable,
naver/pinpoint,https://github.com/naver/pinpoint/commit/db140ffc675b3b8666517a6dc2eb3d3f2b2c0928,CallMethodInterceptor.java,@Group @Scope,
apache/poi,https://github.com/apache/poi/commit/75dd7f9ba3735f95d0805308a254664d87c783db,SXSSFCell.java,@SuppressWarnings @Override,
palantir/atlasdb,https://github.com/palantir/atlasdb/commit/11504ec3e0d2d3ec62330b87f4338fce146454b4,PersistentLockService.java,@PathParam (@QueryParam,
apache/ambari,https://github.com/apache/ambari/commit/a788a9f28bca56689d833eef6f1b4004a920d88c,AlertDispatchDAO.java,,
realm/realm-java,https://github.com/realm/realm-java/commit/5daf145b3b4749c0ff4fe86bba43b565caa3d3ea,DetailsActivity.java,@Bind  @BindView,
apache/isis,https://github.com/apache/isis/commit/794dce50d9168b5dd7fe5517e3773446b38d3bb2,FixtureResult.java,@ViewModel @DomainObject,
flowable/flowable-engine,https://github.com/flowable/flowable-engine/commit/d210a87cfef069557deb507a1b015c5f1f643680,EmailConfiguration.java,@Inject @Autowired,
hortonworks/cloudbreak,https://github.com/hortonworks/cloudbreak/commit/dc87a583562536749bebdf05154b7994453229db,InstanceTerminationHandler.java,@Inject     @Resource,
perfectsense/brightspot-cms,https://github.com/perfectsense/brightspot-cms/commit/a06c875fcd1a1fd7e275e73427154c55cc617389,ToolUser.java,@ToolUi.Tab     @ToolUi.Hidden,
kaaproject/kaa,https://github.com/kaaproject/kaa/commit/9e43c6e58be4106cf0dac5aa37ebfb6ef80b952c,CassandraEndpointUser.java,@PartitionKey    @ClusteringColumn,
eclipse/vert.x,https://github.com/eclipse/vert.x/commit/4ddcc84312d4bfee6c9879586efe6916cf338532,HttpServerOptions.java,@Options @DataObject,
maxcom/lorsource,https://github.com/maxcom/lorsource/commit/a10a3dc7517437f89966d184cbe2bfa624847d10,CaptchaService.java,@Component @Service,
spring-projects/spring-security,https://github.com/spring-projects/spring-security/commit/1677836d53c9249d7ddaf6460548ed1406d27635,SecurityConfig.java,@EnableWebMvcSecurity  @EnableWebSecurity,
Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java/commit/c4ae77e3e6fe59e33b96e7c560bda0d64eb91af9,ResourceConnector.java,@LangDefinition @Fluent,
killbill/killbill,https://github.com/killbill/killbill/commit/da0150e27f601c3f7f23c1c059ddd254611a3ea2,UsersSqlDao.java,@UseStringTemplate3StatementLocator @EntitySqlDaoStringTemplate,
rancher/cattle,https://github.com/rancher/cattle/commit/97765e4bf4229975c6d39c70d3583c88878295e6,DefaultReadWriteApiDelegate.java,@Inject @Override,
forge/core,https://github.com/forge/core/commit/3c905d57e2359e7ec74949383e4a6a8adc08a3c0,CompositeDependencyFilter.java, @SuppressWarnings  @SafeVarargs,
wikimedia/apps-android-wikipedia,https://github.com/wikimedia/apps-android-wikipedia/commit/dbb816d60e4364b7f488ebaa0a5136d7130aefbd,ArticleHeaderView.java,  @Bind @BindView,
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa/commit/5102428922cf2cd00e030fd36883f3993ec87b87,ScimGroup.java,@JsonDeserialize @JsonIgnoreProperties,
wildfly-swarm/wildfly-swarm,https://github.com/wildfly-swarm/wildfly-swarm/commit/416f2fbeca30078aad842310ed9eaa98a2894091,DatasourcesFraction.java,,
eclipse/che,https://github.com/eclipse/che/commit/09cfb6b3d949d5d6544cbf50d8be11a6c2c41d4d,WorkspaceConfigImpl.java,@Basic @Column,
jaeksoft/opensearchserver,https://github.com/jaeksoft/opensearchserver/commit/38cd7456626fc3e8150d4409b260a986a753fd74,RestReplication.java,@POST @PUT,
zstackio/zstack,https://github.com/zstackio/zstack/commit/d288123f5ed666b0113581ab01a5d1e0a7a8f806,ClusterManagerImpl.java,@Guard @Deferred,
linkedin/pinot,https://github.com/linkedin/pinot/commit/0d336bd66e3c5735e99d3e390017ae871cadff6f,JobBean.java,@Entity @MappedSuperclass,
SonarSource/sonar-java,https://github.com/SonarSource/sonar-java/commit/c82711c30dc49f6ca3d0b7dd5a849362c8c26f07,LastSyntaxTokenFinder.java, @CheckForNull @Nullable,
Teradata/kylo,https://github.com/Teradata/kylo/commit/0ca2807ae0e0cb96fc1e59b4775a0d70cf464715,DefaultServiceMonitorRepository.java,@Autowired @Inject,
kiegroup/droolsjbpm-integration,https://github.com/kiegroup/droolsjbpm-integration/commit/099d51b99d0a5a797e4f490c90b727a1baa3986a,RuntimeResourceImpl.java,@Override @GET,
rapidoid/rapidoid,https://github.com/rapidoid/rapidoid/commit/82dfdbb58d6134a944bdaddb6ae4769ab20bf4e6,Main.java,@RESTful @Web,
iPoli/iPoli-android,https://github.com/iPoli/iPoli-android/commit/e67d7cf59af32dd2b5931a4a20f9c7ad3cb0a02c,QuestActivity.java,@Bind @BindView,update
mockito/mockito,https://github.com/mockito/mockito/commit/5bfd28b8bc676a93b5dc97e1b94f5f2a733700a9,MockMethodAdvice.java,@Advice.BoxedArguments @Advice.AllArguments,
apache/activemq-artemis,https://github.com/apache/activemq-artemis/commit/4f95c8a64afd45a17279fb1d16445881bd13f5b0,JMSQueueControl.java, @Operation   @Attribute,
ethereum/ethereumj,https://github.com/ethereum/ethereumj/commit/6e532b16b595aa4e4d1dd901cdcf644989e9c325,PendingStateImpl.java,@Override  @PostConstruct,
tananaev/traccar,https://github.com/tananaev/traccar/commit/242db57805979426f3c9b3dd88ca8fbcfe66376e,Network.java,@JsonSerialize @JsonInclude,update
FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind/commit/4a8c63713c084782a6da85b1b8c3afe1834897e8,DefaultSerializerProvider.java,@SuppressWarnings    @Deprecated,
apache/nifi,https://github.com/apache/nifi/commit/d0e15f1eefacaa127970e9658d922f3bb4888190,ControllerStatusReportingTask.java,@OnEnabled @OnScheduled,
siacs/Conversations,https://github.com/siacs/Conversations/commit/55957a77b38aae045d92d406680cceac08ab99a1,ConferenceDetailsActivity.java,@SuppressLint @TargetApi,
wso2-attic/product-emm,https://github.com/wso2-attic/product-emm/commit/cdf95870554b28b51bec83a885c97f131bfa1cfb,DiscoveryResponse.java,@XmlRootElement @XmlType,
apache/incubator-guacamole-client,https://github.com/apache/incubator-guacamole-client/commit/f08bb485da8408d31652c4c9357d019b58b58e5d,LoginRESTService.java,@QueryParam @FormParam,
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix/commit/0e4eb9ef1fd7e82f431f447b452bbc185ba4b508,SidecarConfiguration.java,@ConditionalOnExpression @ConditionalOnProperty,
Team-RTG/Realistic-Terrain-Generation,https://github.com/Team-RTG/Realistic-Terrain-Generation/commit/5796a4352401c5c60ddd353ea4facda23244d567,WorldGenCrops.java, @SuppressWarnings @ParametersAreNonnullByDefault,
apache/isis,https://github.com/apache/isis/commit/794dce50d9168b5dd7fe5517e3773446b38d3bb2,FixtureResult.java,,
